district,station,nb_event,quantile,pod,far,pofd,csi
kitui,KE_GVS9,17,Q80_pred,0.5,0.9333333333333333,0.875,0.0625
kitui,G5299,17,Q90_pred,0.5,0.875,0.7777777777777778,0.1111111111111111
kitui,KE_GVS23,17,Q90_pred,0.5,0.875,0.7777777777777778,0.1111111111111111
kitui,KE_GVS9,17,Q90_pred,0.0,1.0,0.7142857142857143,0.0
kwale,KE_GVS10,20,Q50_pred,1.0,0.0,0.0,1.0
kwale,KE_GVS10,20,Q80_pred,0.0,1.0,0.9285714285714286,0.0
kwale,KE_GVS10,20,Q90_pred,0.0,1.0,0.8571428571428571,0.0
laikipia,,14,,,,,
lamu,G5305,6,Q50_pred,,1.0,1.0,0.0
lamu,G5326,6,Q50_pred,,1.0,1.0,0.0
lamu,G5332,6,Q50_pred,,1.0,1.0,0.0
lamu,KE_GVS16,6,Q50_pred,,1.0,1.0,0.0
lamu,G5305,6,Q80_pred,,1.0,1.0,0.0
lamu,G5326,6,Q80_pred,,1.0,1.0,0.0
lamu,G5332,6,Q80_pred,,1.0,1.0,0.0
lamu,KE_GVS16,6,Q80_pred,,1.0,1.0,0.0
lamu,G5305,6,Q90_pred,,1.0,1.0,0.0
lamu,G5326,6,Q90_pred,,1.0,1.0,0.0
lamu,G5332,6,Q90_pred,,1.0,1.0,0.0
lamu,KE_GVS16,6,Q90_pred,,1.0,1.0,0.0
machakos,G5299,31,Q50_pred,1.0,0.0,0.0,1.0
machakos,G5299,31,Q80_pred,1.0,0.9285714285714286,0.9285714285714286,0.07142857142857142
machakos,G5299,31,Q90_pred,1.0,0.875,0.875,0.125
makueni,KE_GVS23,27,Q50_pred,,1.0,1.0,0.0
makueni,KE_GVS23,27,Q80_pred,,1.0,1.0,0.0
makueni,KE_GVS23,27,Q90_pred,,1.0,1.0,0.0
mandera,KE_GVS1,25,Q50_pred,,1.0,1.0,0.0
mandera,KE_GVS16,25,Q50_pred,,1.0,1.0,0.0
mandera,KE_GVS1,25,Q80_pred,,1.0,1.0,0.0
mandera,KE_GVS16,25,Q80_pred,,1.0,1.0,0.0
mandera,KE_GVS1,25,Q90_pred,,1.0,1.0,0.0
mandera,KE_GVS16,25,Q90_pred,,1.0,1.0,0.0
marsabit,G5173,50,Q50_pred,,1.0,1.0,0.0
marsabit,KE_GVS2,50,Q50_pred,,1.0,1.0,0.0
marsabit,KE_GVS3,50,Q50_pred,,1.0,1.0,0.0
marsabit,G5173,50,Q80_pred,,1.0,1.0,0.0
marsabit,KE_GVS2,50,Q80_pred,,1.0,1.0,0.0
marsabit,KE_GVS3,50,Q80_pred,,1.0,1.0,0.0
marsabit,G5173,50,Q90_pred,,1.0,1.0,0.0
marsabit,KE_GVS2,50,Q90_pred,,1.0,1.0,0.0
marsabit,KE_GVS3,50,Q90_pred,,1.0,1.0,0.0
meru,G5299,33,Q50_pred,1.0,0.0,0.0,1.0
meru,KE_GVS21,33,Q50_pred,1.0,0.0,0.0,1.0
meru,G5299,33,Q80_pred,1.0,0.9285714285714286,0.9285714285714286,0.07142857142857142
meru,KE_GVS21,33,Q80_pred,1.0,0.9375,0.9375,0.0625
meru,G5299,33,Q90_pred,1.0,0.875,0.875,0.125
meru,KE_GVS21,33,Q90_pred,0.0,1.0,0.7777777777777778,0.0
migori,KE_GVS18,41,Q50_pred,1.0,0.0,0.0,1.0
migori,KE_GVS18,41,Q80_pred,0.0,1.0,0.8235294117647058,0.0
migori,KE_GVS18,41,Q90_pred,0.0,1.0,0.6666666666666666,0.0
mombasa,,23,,,,,
murang'a,,31,,,,,
nairobi,G5299,56,Q50_pred,1.0,0.0,0.0,1.0
nairobi,G5299,56,Q80_pred,1.0,0.8571428571428571,0.8571428571428571,0.14285714285714285
nairobi,G5299,56,Q90_pred,0.5,0.875,0.7777777777777778,0.1111111111111111
nakuru,,36,,,,,
nandi,,14,,,,,
narok,KE_GVS17,49,Q50_pred,,1.0,1.0,0.0
narok,KE_GVS17,49,Q80_pred,,1.0,1.0,0.0
narok,KE_GVS17,49,Q90_pred,,1.0,1.0,0.0
nyamira,KE_GVS19,1,Q50_pred,,1.0,1.0,0.0
nyamira,KE_GVS19,1,Q80_pred,,1.0,1.0,0.0
nyamira,KE_GVS19,1,Q90_pred,,1.0,1.0,0.0
nyandarua,,12,,,,,
nyeri,G5299,11,Q50_pred,,1.0,1.0,0.0
nyeri,G5299,11,Q80_pred,,1.0,1.0,0.0
nyeri,G5299,11,Q90_pred,,1.0,1.0,0.0
samburu,KE_GVS21,18,Q50_pred,,1.0,1.0,0.0
samburu,KE_GVS3,18,Q50_pred,,1.0,1.0,0.0
samburu,KE_GVS4,18,Q50_pred,,1.0,1.0,0.0
samburu,KE_GVS21,18,Q80_pred,,1.0,1.0,0.0
samburu,KE_GVS3,18,Q80_pred,,1.0,1.0,0.0
samburu,KE_GVS4,18,Q80_pred,,1.0,1.0,0.0
samburu,KE_GVS21,18,Q90_pred,,1.0,1.0,0.0
samburu,KE_GVS3,18,Q90_pred,,1.0,1.0,0.0
samburu,KE_GVS4,18,Q90_pred,,1.0,1.0,0.0
siaya,F0031,16,Q50_pred,1.0,0.0,0.0,1.0
siaya,F0031,16,Q80_pred,0.5,0.9333333333333333,0.875,0.0625
siaya,F0031,16,Q90_pred,0.0,1.0,0.8333333333333334,0.0
taita taveta,KE_GVS10,32,Q50_pred,,1.0,1.0,0.0
taita taveta,KE_GVS11,32,Q50_pred,,1.0,1.0,0.0
taita taveta,KE_GVS23,32,Q50_pred,,1.0,1.0,0.0
taita taveta,KE_GVS9,32,Q50_pred,,1.0,1.0,0.0
taita taveta,KE_GVS10,32,Q80_pred,,1.0,1.0,0.0
taita taveta,KE_GVS11,32,Q80_pred,,1.0,1.0,0.0
taita taveta,KE_GVS23,32,Q80_pred,,1.0,1.0,0.0
taita taveta,KE_GVS9,32,Q80_pred,,1.0,1.0,0.0
taita taveta,KE_GVS10,32,Q90_pred,,1.0,1.0,0.0
taita taveta,KE_GVS11,32,Q90_pred,,1.0,1.0,0.0
taita taveta,KE_GVS23,32,Q90_pred,,1.0,1.0,0.0
taita taveta,KE_GVS9,32,Q90_pred,,1.0,1.0,0.0
tana river,G5326,44,Q50_pred,1.0,0.0,0.0,1.0
tana river,G5332,44,Q50_pred,1.0,0.0,0.0,1.0
tana river,KE_GVS12,44,Q50_pred,1.0,0.0,0.0,1.0
tana river,KE_GVS9,44,Q50_pred,1.0,0.0,0.0,1.0
tana river,G5326,44,Q80_pred,0.5,0.9545454545454546,0.9130434782608695,0.043478260869565216
tana river,G5332,44,Q80_pred,0.5,0.875,0.7777777777777778,0.1111111111111111
tana river,KE_GVS12,44,Q80_pred,0.5,0.9583333333333334,0.92,0.04
tana river,KE_GVS9,44,Q80_pred,0.5,0.9333333333333333,0.875,0.0625
tana river,G5326,44,Q90_pred,0.5,0.9,0.8181818181818182,0.09090909090909091
tana river,G5332,44,Q90_pred,0.0,1.0,0.7142857142857143,0.0
tana river,KE_GVS12,44,Q90_pred,0.5,0.9,0.8181818181818182,0.09090909090909091
tana river,KE_GVS9,44,Q90_pred,0.0,1.0,0.7142857142857143,0.0
tharaka-nithi,G5299,9,Q50_pred,,1.0,1.0,0.0
tharaka-nithi,G5299,9,Q80_pred,,1.0,1.0,0.0
tharaka-nithi,G5299,9,Q90_pred,,1.0,1.0,0.0
trans nzoia,KE_GVS20,16,Q50_pred,,1.0,1.0,0.0
trans nzoia,KE_GVS20,16,Q80_pred,,1.0,1.0,0.0
trans nzoia,KE_GVS20,16,Q90_pred,,1.0,1.0,0.0
turkana,G5171,59,Q50_pred,1.0,0.0,0.0,1.0
turkana,KE_GVS4,59,Q50_pred,1.0,0.0,0.0,1.0
turkana,KE_GVS6,59,Q50_pred,1.0,0.0,0.0,1.0
turkana,KE_GVS8,59,Q50_pred,1.0,0.0,0.0,1.0
turkana,G5171,59,Q80_pred,1.0,0.9615384615384616,0.9615384615384616,0.038461538461538464
turkana,KE_GVS4,59,Q80_pred,1.0,0.9565217391304348,0.9565217391304348,0.043478260869565216
turkana,KE_GVS6,59,Q80_pred,1.0,0.9583333333333334,0.9583333333333334,0.041666666666666664
turkana,KE_GVS8,59,Q80_pred,1.0,0.9230769230769231,0.9230769230769231,0.07692307692307693
turkana,G5171,59,Q90_pred,0.0,1.0,0.8888888888888888,0.0
turkana,KE_GVS4,59,Q90_pred,0.0,1.0,0.875,0.0
turkana,KE_GVS6,59,Q90_pred,0.0,1.0,0.8571428571428571,0.0
turkana,KE_GVS8,59,Q90_pred,0.0,1.0,0.75,0.0
uasin gishu,,16,,,,,
vihiga,,3,,,,,
wajir,G5208,23,Q50_pred,,1.0,1.0,0.0
wajir,KE_GVS14,23,Q50_pred,,1.0,1.0,0.0
wajir,KE_GVS15,23,Q50_pred,,1.0,1.0,0.0
wajir,KE_GVS2,23,Q50_pred,,1.0,1.0,0.0
wajir,G5208,23,Q80_pred,,1.0,1.0,0.0
wajir,KE_GVS14,23,Q80_pred,,1.0,1.0,0.0
wajir,KE_GVS15,23,Q80_pred,,1.0,1.0,0.0
wajir,KE_GVS2,23,Q80_pred,,1.0,1.0,0.0
wajir,G5208,23,Q90_pred,,1.0,1.0,0.0
wajir,KE_GVS14,23,Q90_pred,,1.0,1.0,0.0
wajir,KE_GVS15,23,Q90_pred,,1.0,1.0,0.0
wajir,KE_GVS2,23,Q90_pred,,1.0,1.0,0.0
west pokot,KE_GVS5,23,Q50_pred,,1.0,1.0,0.0
west pokot,KE_GVS6,23,Q50_pred,,1.0,1.0,0.0
west pokot,KE_GVS7,23,Q50_pred,,1.0,1.0,0.0
west pokot,KE_GVS5,23,Q80_pred,,1.0,1.0,0.0
west pokot,KE_GVS6,23,Q80_pred,,1.0,1.0,0.0
west pokot,KE_GVS7,23,Q80_pred,,1.0,1.0,0.0
west pokot,KE_GVS5,23,Q90_pred,,1.0,1.0,0.0
west pokot,KE_GVS6,23,Q90_pred,,1.0,1.0,0.0
west pokot,KE_GVS7,23,Q90_pred,,1.0,1.0,0.0
