,station,time,dis
0,G5332,2000-01-01,4.9668262e-05
1,G5332,2000-01-02,4.7047346e-05
2,G5332,2000-01-03,4.4894976e-05
3,G5332,2000-01-04,4.3540957e-05
4,G5332,2000-01-05,4.213806e-05
5,G5332,2000-01-06,4.0753748e-05
6,G5332,2000-01-07,3.9432005e-05
7,G5332,2000-01-08,3.8140923e-05
8,G5332,2000-01-09,3.688217e-05
9,G5332,2000-01-10,3.566853e-05
10,G5332,2000-01-11,3.449947e-05
11,G5332,2000-01-12,3.3391032e-05
12,G5332,2000-01-13,3.2319596e-05
13,G5332,2000-01-14,3.1291147e-05
14,G5332,2000-01-15,3.0295201e-05
15,G5332,2000-01-16,2.9371806e-05
16,G5332,2000-01-17,2.8470646e-05
17,G5332,2000-01-18,2.7565338e-05
18,G5332,2000-01-19,2.6703936e-05
19,G5332,2000-01-20,2.588471e-05
20,G5332,2000-01-21,2.5094803e-05
21,G5332,2000-01-22,2.431722e-05
22,G5332,2000-01-23,2.3597733e-05
23,G5332,2000-01-24,2.4457126e-05
24,G5332,2000-01-25,2.5875146e-05
25,G5332,2000-01-26,2.6494285e-05
26,G5332,2000-01-27,2.6207737e-05
27,G5332,2000-01-28,2.5433541e-05
28,G5332,2000-01-29,2.4636269e-05
29,G5332,2000-01-30,2.3861623e-05
30,G5332,2000-01-31,2.3113174e-05
31,G5332,2000-02-01,2.2390348e-05
32,G5332,2000-02-02,2.1618072e-05
33,G5332,2000-02-03,2.0885007e-05
34,G5332,2000-02-04,2.022925e-05
35,G5332,2000-02-05,1.9600646e-05
36,G5332,2000-02-06,1.9019064e-05
37,G5332,2000-02-07,1.845207e-05
38,G5332,2000-02-08,1.788537e-05
39,G5332,2000-02-09,1.7359687e-05
40,G5332,2000-02-10,1.6846514e-05
41,G5332,2000-02-11,1.633257e-05
42,G5332,2000-02-12,1.5833642e-05
43,G5332,2000-02-13,1.5350752e-05
44,G5332,2000-02-14,1.4883465e-05
45,G5332,2000-02-15,1.44312335e-05
46,G5332,2000-02-16,1.39935055e-05
47,G5332,2000-02-17,1.3611591e-05
48,G5332,2000-02-18,1.3244157e-05
49,G5332,2000-02-19,1.2855925e-05
50,G5332,2000-02-20,1.2469413e-05
51,G5332,2000-02-21,1.2094018e-05
52,G5332,2000-02-22,1.17302825e-05
53,G5332,2000-02-23,1.137789e-05
54,G5332,2000-02-24,1.1036456e-05
55,G5332,2000-02-25,1.0714708e-05
56,G5332,2000-02-26,1.0410106e-05
57,G5332,2000-02-27,1.0141801e-05
58,G5332,2000-02-28,9.867835e-06
59,G5332,2000-02-29,9.6100175e-06
60,G5332,2000-03-01,1.0604143e-05
61,G5332,2000-03-02,1.1355151e-05
62,G5332,2000-03-03,1.1163282e-05
63,G5332,2000-03-04,1.0884519e-05
