,station,time,dis
0,G5171,2000-01-01,15.892783
1,G5171,2000-01-02,15.556473
2,G5171,2000-01-03,15.349496
3,G5171,2000-01-04,15.41178
4,G5171,2000-01-05,15.508277
5,G5171,2000-01-06,15.625172
6,G5171,2000-01-07,15.714248
7,G5171,2000-01-08,15.622108
8,G5171,2000-01-09,15.012043
9,G5171,2000-01-10,14.352363
10,G5171,2000-01-11,13.738104
11,G5171,2000-01-12,13.196978
12,G5171,2000-01-13,12.467763
13,G5171,2000-01-14,11.762413
14,G5171,2000-01-15,11.241723
15,G5171,2000-01-16,10.893942
16,G5171,2000-01-17,10.494807
17,G5171,2000-01-18,10.051427
18,G5171,2000-01-19,9.689497
19,G5171,2000-01-20,9.541137
20,G5171,2000-01-21,9.327321
21,G5171,2000-01-22,9.135065
22,G5171,2000-01-23,8.844521
23,G5171,2000-01-24,8.445333
24,G5171,2000-01-25,8.1987915
25,G5171,2000-01-26,7.9669466
26,G5171,2000-01-27,7.8594313
27,G5171,2000-01-28,7.7844243
28,G5171,2000-01-29,7.7546644
29,G5171,2000-01-30,7.493641
30,G5171,2000-01-31,7.2873573
31,G5171,2000-02-01,7.0626683
32,G5171,2000-02-02,6.9928617
33,G5171,2000-02-03,7.023101
34,G5171,2000-02-04,6.959904
35,G5171,2000-02-05,6.68089
36,G5171,2000-02-06,6.4800105
37,G5171,2000-02-07,6.3395715
38,G5171,2000-02-08,6.247237
39,G5171,2000-02-09,6.487253
40,G5171,2000-02-10,6.5409923
41,G5171,2000-02-11,6.193523
42,G5171,2000-02-12,5.836556
43,G5171,2000-02-13,5.741345
44,G5171,2000-02-14,5.829588
45,G5171,2000-02-15,5.8435025
46,G5171,2000-02-16,5.7693453
47,G5171,2000-02-17,5.5949454
48,G5171,2000-02-18,5.503999
49,G5171,2000-02-19,5.4444146
50,G5171,2000-02-20,5.3744493
51,G5171,2000-02-21,5.2536116
52,G5171,2000-02-22,5.209741
53,G5171,2000-02-23,5.1951756
54,G5171,2000-02-24,5.104349
55,G5171,2000-02-25,4.9204216
56,G5171,2000-02-26,4.82578
57,G5171,2000-02-27,4.905958
58,G5171,2000-02-28,5.154159
59,G5171,2000-02-29,5.1301713
60,G5171,2000-03-01,5.3241386
61,G5171,2000-03-02,5.447707
62,G5171,2000-03-03,5.1673393
63,G5171,2000-03-04,4.842356
64,G5171,2000-03-05,5.19309
65,G5171,2000-03-06,20.738287
66,G5171,2000-03-07,77.91461
67,G5171,2000-03-08,98.07722
68,G5171,2000-03-09,84.30939
69,G5171,2000-03-10,67.27099
70,G5171,2000-03-11,52.853718
71,G5171,2000-03-12,42.257175
72,G5171,2000-03-13,34.012844
73,G5171,2000-03-14,27.75439
74,G5171,2000-03-15,23.077173
75,G5171,2000-03-16,19.506214
76,G5171,2000-03-17,16.703232
