,station,time,dis
0,G5170,2000-01-01,122.47788
1,G5170,2000-01-02,121.94969
2,G5170,2000-01-03,118.74207
3,G5170,2000-01-04,114.98295
4,G5170,2000-01-05,111.789696
5,G5170,2000-01-06,109.28115
6,G5170,2000-01-07,107.29972
7,G5170,2000-01-08,105.69467
8,G5170,2000-01-09,104.28145
9,G5170,2000-01-10,103.05817
10,G5170,2000-01-11,101.98437
11,G5170,2000-01-12,101.01289
12,G5170,2000-01-13,100.07416
13,G5170,2000-01-14,99.15679
14,G5170,2000-01-15,98.31685
15,G5170,2000-01-16,97.483406
16,G5170,2000-01-17,96.63332
17,G5170,2000-01-18,95.770676
18,G5170,2000-01-19,94.91631
19,G5170,2000-01-20,94.088806
20,G5170,2000-01-21,93.27181
21,G5170,2000-01-22,92.52782
22,G5170,2000-01-23,91.83285
23,G5170,2000-01-24,91.09796
24,G5170,2000-01-25,90.31179
25,G5170,2000-01-26,89.47158
26,G5170,2000-01-27,88.646866
27,G5170,2000-01-28,87.874374
28,G5170,2000-01-29,87.161316
29,G5170,2000-01-30,86.454285
30,G5170,2000-01-31,85.73967
31,G5170,2000-02-01,84.9928
32,G5170,2000-02-02,84.27412
33,G5170,2000-02-03,83.665794
34,G5170,2000-02-04,83.030685
35,G5170,2000-02-05,82.37106
36,G5170,2000-02-06,81.74601
37,G5170,2000-02-07,81.11695
38,G5170,2000-02-08,80.48229
39,G5170,2000-02-09,79.94288
40,G5170,2000-02-10,79.4401
41,G5170,2000-02-11,78.86348
42,G5170,2000-02-12,78.24316
43,G5170,2000-02-13,77.68071
44,G5170,2000-02-14,77.18229
45,G5170,2000-02-15,76.65329
46,G5170,2000-02-16,76.09377
47,G5170,2000-02-17,75.50019
48,G5170,2000-02-18,74.90661
49,G5170,2000-02-19,74.32993
50,G5170,2000-02-20,73.76909
51,G5170,2000-02-21,73.22184
52,G5170,2000-02-22,72.708786
53,G5170,2000-02-23,72.23314
54,G5170,2000-02-24,71.7671
55,G5170,2000-02-25,71.28241
56,G5170,2000-02-26,70.79611
57,G5170,2000-02-27,70.332275
58,G5170,2000-02-28,69.90982
59,G5170,2000-02-29,69.464005
60,G5170,2000-03-01,69.13044
61,G5170,2000-03-02,68.86749
62,G5170,2000-03-03,68.550064
63,G5170,2000-03-04,68.30845
64,G5170,2000-03-05,68.45802
65,G5170,2000-03-06,69.251305
66,G5170,2000-03-07,70.08765
67,G5170,2000-03-08,70.18091
68,G5170,2000-03-09,69.57982
69,G5170,2000-03-10,68.72362
70,G5170,2000-03-11,67.76609
71,G5170,2000-03-12,66.901924
72,G5170,2000-03-13,66.147606
73,G5170,2000-03-14,65.50956
74,G5170,2000-03-15,65.00017
75,G5170,2000-03-16,64.57806
76,G5170,2000-03-17,64.21307
77,G5170,2000-03-18,63.83307
78,G5170,2000-03-19,63.38752
79,G5170,2000-03-20,62.861244
80,G5170,2000-03-21,62.30404
81,G5170,2000-03-22,61.773243
82,G5170,2000-03-23,61.281094
83,G5170,2000-03-24,60.83558
84,G5170,2000-03-25,60.430035
85,G5170,2000-03-26,60.055622
86,G5170,2000-03-27,59.691563
87,G5170,2000-03-28,59.3118
88,G5170,2000-03-29,58.934544
89,G5170,2000-03-30,58.556316
90,G5170,2000-03-31,58.170612
91,G5170,2000-04-01,57.74677
92,G5170,2000-04-02,57.285427
93,G5170,2000-04-03,56.90282
94,G5170,2000-04-04,56.686443
95,G5170,2000-04-05,56.725815
96,G5170,2000-04-06,56.922073
97,G5170,2000-04-07,57.03887
98,G5170,2000-04-08,56.931877
99,G5170,2000-04-09,56.921787
100,G5170,2000-04-10,57.964634
101,G5170,2000-04-11,60.36431
102,G5170,2000-04-12,62.7658
103,G5170,2000-04-13,64.12011
104,G5170,2000-04-14,64.75492
105,G5170,2000-04-15,64.67072
106,G5170,2000-04-16,63.557552
107,G5170,2000-04-17,61.677193
108,G5170,2000-04-18,59.625774
109,G5170,2000-04-19,57.881462
110,G5170,2000-04-20,56.597897
111,G5170,2000-04-21,55.690727
112,G5170,2000-04-22,55.03065
113,G5170,2000-04-23,54.422905
114,G5170,2000-04-24,53.773422
115,G5170,2000-04-25,53.04722
116,G5170,2000-04-26,52.402355
117,G5170,2000-04-27,52.420723
118,G5170,2000-04-28,55.609276
119,G5170,2000-04-29,204.81792
120,G5170,2000-04-30,764.45575
121,G5170,2000-05-01,616.08374
122,G5170,2000-05-02,383.52814
123,G5170,2000-05-03,249.33607
124,G5170,2000-05-04,206.12584
125,G5170,2000-05-05,577.67236
126,G5170,2000-05-06,914.4649
127,G5170,2000-05-07,958.54
128,G5170,2000-05-08,1688.9941
129,G5170,2000-05-09,1347.492
130,G5170,2000-05-10,793.6934
131,G5170,2000-05-11,1417.9218
132,G5170,2000-05-12,2747.5447
133,G5170,2000-05-13,2320.011
134,G5170,2000-05-14,1444.5658
135,G5170,2000-05-15,859.1504
136,G5170,2000-05-16,567.7372
137,G5170,2000-05-17,411.5521
138,G5170,2000-05-18,313.81186
139,G5170,2000-05-19,245.76625
140,G5170,2000-05-20,199.31519
141,G5170,2000-05-21,169.17647
142,G5170,2000-05-22,147.6413
143,G5170,2000-05-23,131.0019
144,G5170,2000-05-24,118.634735
145,G5170,2000-05-25,109.84006
146,G5170,2000-05-26,103.63841
147,G5170,2000-05-27,99.10146
148,G5170,2000-05-28,95.650085
149,G5170,2000-05-29,93.12549
150,G5170,2000-05-30,92.15264
151,G5170,2000-05-31,93.643074
152,G5170,2000-06-01,95.615906
153,G5170,2000-06-02,94.99655
154,G5170,2000-06-03,91.94082
155,G5170,2000-06-04,88.33106
156,G5170,2000-06-05,85.17758
157,G5170,2000-06-06,82.62755
158,G5170,2000-06-07,80.60059
159,G5170,2000-06-08,79.1868
160,G5170,2000-06-09,78.92696
161,G5170,2000-06-10,80.121704
162,G5170,2000-06-11,83.62386
163,G5170,2000-06-12,416.9105
164,G5170,2000-06-13,1489.8649
165,G5170,2000-06-14,1148.5471
166,G5170,2000-06-15,651.0966
167,G5170,2000-06-16,781.71
168,G5170,2000-06-17,958.87823
169,G5170,2000-06-18,588.46277
170,G5170,2000-06-19,350.20108
171,G5170,2000-06-20,231.62914
172,G5170,2000-06-21,169.88039
173,G5170,2000-06-22,136.24464
174,G5170,2000-06-23,119.322845
175,G5170,2000-06-24,116.15026
176,G5170,2000-06-25,124.25351
177,G5170,2000-06-26,160.82227
