,station,time,dis
0,G5299,2000-01-01,122.5035
1,G5299,2000-01-02,122.66575
2,G5299,2000-01-03,122.7255
3,G5299,2000-01-04,122.61628
4,G5299,2000-01-05,122.40154
5,G5299,2000-01-06,122.04419
6,G5299,2000-01-07,121.63389
7,G5299,2000-01-08,121.164215
8,G5299,2000-01-09,120.58872
9,G5299,2000-01-10,119.9887
10,G5299,2000-01-11,119.324715
11,G5299,2000-01-12,118.62225
12,G5299,2000-01-13,117.85222
13,G5299,2000-01-14,117.1435
14,G5299,2000-01-15,116.1973
15,G5299,2000-01-16,115.34863
16,G5299,2000-01-17,114.48885
17,G5299,2000-01-18,113.60711
18,G5299,2000-01-19,112.70712
19,G5299,2000-01-20,111.856544
20,G5299,2000-01-21,110.89485
21,G5299,2000-01-22,109.9883
22,G5299,2000-01-23,109.077545
23,G5299,2000-01-24,108.313156
24,G5299,2000-01-25,107.443825
25,G5299,2000-01-26,106.537315
26,G5299,2000-01-27,105.53316
27,G5299,2000-01-28,104.70322
28,G5299,2000-01-29,103.84515
29,G5299,2000-01-30,102.98018
30,G5299,2000-01-31,102.0383
31,G5299,2000-02-01,101.10825
32,G5299,2000-02-02,100.27059
33,G5299,2000-02-03,99.28558
34,G5299,2000-02-04,98.37217
35,G5299,2000-02-05,97.4073
36,G5299,2000-02-06,96.48906
37,G5299,2000-02-07,95.517235
38,G5299,2000-02-08,94.56028
39,G5299,2000-02-09,93.612816
40,G5299,2000-02-10,92.62025
41,G5299,2000-02-11,91.683815
42,G5299,2000-02-12,90.78638
43,G5299,2000-02-13,89.898026
44,G5299,2000-02-14,88.909325
45,G5299,2000-02-15,87.95553
46,G5299,2000-02-16,87.03722
47,G5299,2000-02-17,86.12845
48,G5299,2000-02-18,85.1649
49,G5299,2000-02-19,84.27867
50,G5299,2000-02-20,83.41028
51,G5299,2000-02-21,82.43658
52,G5299,2000-02-22,81.51386
53,G5299,2000-02-23,80.6331
54,G5299,2000-02-24,79.74101
55,G5299,2000-02-25,78.83417
56,G5299,2000-02-26,78.00439
57,G5299,2000-02-27,77.158585
58,G5299,2000-02-28,76.1867
59,G5299,2000-02-29,75.37923
60,G5299,2000-03-01,74.53952
61,G5299,2000-03-02,73.78142
62,G5299,2000-03-03,73.20997
63,G5299,2000-03-04,73.61777
64,G5299,2000-03-05,73.974434
65,G5299,2000-03-06,73.80094
66,G5299,2000-03-07,73.428116
67,G5299,2000-03-08,73.04022
68,G5299,2000-03-09,72.59008
69,G5299,2000-03-10,72.07663
70,G5299,2000-03-11,71.517296
71,G5299,2000-03-12,70.94788
72,G5299,2000-03-13,70.45386
73,G5299,2000-03-14,69.912766
74,G5299,2000-03-15,69.44238
75,G5299,2000-03-16,68.91447
76,G5299,2000-03-17,68.3387
77,G5299,2000-03-18,67.77763
78,G5299,2000-03-19,67.25402
79,G5299,2000-03-20,66.8119
80,G5299,2000-03-21,66.25019
81,G5299,2000-03-22,65.664696
82,G5299,2000-03-23,65.14339
83,G5299,2000-03-24,64.55607
84,G5299,2000-03-25,63.890553
85,G5299,2000-03-26,63.390816
86,G5299,2000-03-27,62.8412
87,G5299,2000-03-28,62.24031
